Time_yr,Pressure_bar,CO2_Saturation,Mean_Depth_m
1,316.266392446602,0,3138.77948859802
2,323.392704883861,0,3138.77948859802
3,328.128201176069,0,3138.77948859802
4,331.200112430222,0,3138.77948859802
5,333.218535400479,0,3138.77948859802
6,334.608951281054,0,3138.77948859802
7,335.585665177978,0,3138.77948859802
8,336.28311333967,0,3138.77948859802
9,336.813827343137,0,3138.77948859802
10,337.213042203491,0,3138.77948859802
11,337.523436141397,0,3138.77948859802
12,337.773989339523,0,3138.77948859802
13,337.973949036668,0,3138.77948859802
14,338.145285344163,0,3138.77948859802
15,338.284762550351,0,3138.77948859802
16,338.410616110885,0,3138.77948859802
17,338.521101380198,0,3138.77948859802
18,338.605960087755,0,3138.77948859802
19,338.687626597484,0,3138.77948859802
20,338.767381169127,0,3138.77948859802
21,338.836232814631,0,3138.77948859802
22,338.901990247553,0,3138.77948859802
23,338.956588852068,0,3138.77948859802
24,339.004805865085,0,3138.77948859802
25,339.05821848508,0,3138.77948859802
26,339.109845872864,0,3138.77948859802
27,339.149620285026,0,3138.77948859802
28,339.191089097745,0,3138.77948859802
29,339.231541726191,0,3138.77948859802
30,339.269297144113,0,3138.77948859802
31,339.309971656279,0,3138.77948859802
32,339.355009066705,0,3138.77948859802
33,339.392062150935,0,3138.77948859802
34,339.423410125312,0,3138.77948859802
35,339.457030642192,0,3138.77948859802
36,339.490789312606,0,3138.77948859802
37,339.518758843832,0,3138.77948859802
38,339.549089446432,0,3138.77948859802
39,339.585371672478,0,3138.77948859802
40,339.616131021172,0,3138.77948859802
41,339.641264772785,0,3138.77948859802
42,339.663819223632,0,3138.77948859802
43,339.685378234489,0,3138.77948859802
44,339.700888173498,0,3138.77948859802
45,339.717665390389,0,3138.77948859802
46,339.740497837118,0,3138.77948859802
47,339.758980534449,0,3138.77948859802
48,339.768184401987,0,3138.77948859802
49,339.770942892282,0,3138.77948859802
50,339.769560479783,0,3138.77948859802
60,321.944685004585,0,3138.77948859802
70,313.430896961129,0,3138.77948859802
80,309.85286121505,0,3138.77948859802
90,308.374416766181,0,3138.77948859802
100,307.76464250781,0,3138.77948859802
110,307.509004642746,0,3138.77948859802
120,307.397437359249,0,3138.77948859802
130,307.345330398552,0,3138.77948859802
140,307.316571679123,0,3138.77948859802
150,307.296062449463,0,3138.77948859802
160,307.278875590937,0,3138.77948859802
170,307.263760093632,0,3138.77948859802
180,307.248545959428,0,3138.77948859802
190,307.233123923217,0,3138.77948859802
200,307.217859958528,0,3138.77948859802
210,307.203233412962,0,3138.77948859802
220,307.189335373867,0,3138.77948859802
230,307.175606704883,0,3138.77948859802
240,307.162548679934,0,3138.77948859802
250,307.14961103359,0,3138.77948859802
260,307.137376170465,0,3138.77948859802
270,307.126234226838,0,3138.77948859802
280,307.115846020379,0,3138.77948859802
290,307.106749338966,0,3138.77948859802
300,307.099137665444,0,3138.77948859802
310,307.09235648743,0,3138.77948859802
320,307.086216529016,0,3138.77948859802
330,307.080555142114,0,3138.77948859802
340,307.075061320831,0,3138.77948859802
350,307.069969458817,0,3138.77948859802
360,307.065219290728,0,3138.77948859802
370,307.06118588892,0,3138.77948859802
380,307.057654794837,0,3138.77948859802
390,307.054817344509,0,3138.77948859802
400,307.052172071333,0,3138.77948859802
410,307.049605787509,0,3138.77948859802
420,307.047471146094,0,3138.77948859802
430,307.045594352439,0,3138.77948859802
440,307.043789925308,0,3138.77948859802
450,307.042226242196,0,3138.77948859802
460,307.041196158964,0,3138.77948859802
470,307.039826303971,0,3138.77948859802
480,307.037597604907,0,3138.77948859802
490,307.036031735295,0,3138.77948859802
500,307.035995223009,0,3138.77948859802
510,307.036676573688,0,3138.77948859802
520,307.037338854577,0,3138.77948859802
530,307.038401270858,0,3138.77948859802
540,307.039914282025,0,3138.77948859802
550,307.041426347613,0,3138.77948859802
560,307.042845953726,0,3138.77948859802
570,307.044459899278,0,3138.77948859802
580,307.046354850231,0,3138.77948859802
590,307.048382855329,0,3138.77948859802
600,307.050091433373,0,3138.77948859802
610,307.051914420731,0,3138.77948859802
620,307.054725029145,0,3138.77948859802
630,307.058781506162,0,3138.77948859802
640,307.063295073934,0,3138.77948859802
650,307.06869519317,0,3138.77948859802
660,307.07426889099,0,3138.77948859802
670,307.079536088612,0,3138.77948859802
680,307.085492782394,0,3138.77948859802
690,307.092738510695,0,3138.77948859802
700,307.100839914045,0,3138.77948859802
710,307.109925017893,0,3138.77948859802
720,307.11983298168,0,3138.77948859802
730,307.130389980925,0,3138.77948859802
740,307.14104913363,0,3138.77948859802
750,307.151393358419,0,3138.77948859802
760,307.161758038357,0,3138.77948859802
770,307.172410643154,0,3138.77948859802
780,307.183451438235,0,3138.77948859802
790,307.194699579994,0,3138.77948859802
800,307.205565224556,0,3138.77948859802
810,307.216153113806,0,3138.77948859802
820,307.226740799303,0,3138.77948859802
830,307.237644176847,0,3138.77948859802
840,307.248896648706,0,3138.77948859802
850,307.260470934732,0,3138.77948859802
860,307.272613859496,0,3138.77948859802
870,307.285086257671,0,3138.77948859802
880,307.297721971778,0,3138.77948859802
890,307.310447454621,0,3138.77948859802
900,307.32325453991,0,3138.77948859802
910,307.335883986344,0,3138.77948859802
920,307.348287039118,0,3138.77948859802
930,307.360452099784,0,3138.77948859802
940,307.37229288223,0,3138.77948859802
950,307.383710941897,0,3138.77948859802
960,307.394709134032,0,3138.77948859802
970,307.405327521568,0,3138.77948859802
980,307.415602779652,0,3138.77948859802
990,307.425546720263,0,3138.77948859802
1000,307.435118213648,0,3138.77948859802
