Time_yr,P_bar_L6,S_CO2_L6,Depth_m_L6,P_bar_L7,S_CO2_L7,Depth_m_L7,P_bar_L8,S_CO2_L8,Depth_m_L8,P_bar_L9,S_CO2_L9,Depth_m_L9,P_bar_L10,S_CO2_L10,Depth_m_L10
10,401.871610850413,0.604135372247926,3132.44169559113,354.440688149087,0.422307466933549,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,385.786043016921,0.657285939473741,3132.44169559113,348.52218329767,0.496259334751002,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,378.310929753849,0.680200991768415,3132.44169559113,344.379722642802,0.53820894933002,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,373.876740490795,0.692585412762677,3132.44169559113,341.513002628773,0.566260322596055,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,370.770673014109,0.700226429103209,3132.44169559113,339.301171151928,0.586606453588499,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60,368.368670755375,0.705367668722855,3132.44169559113,337.467732128594,0.602141899192596,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,366.515039379269,0.709044778499089,3132.44169559113,336.009697409846,0.614437715614984,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,365.040286593537,0.711795757629492,3132.44169559113,334.824402979077,0.62444111648271,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,363.813618525671,0.713926098749254,3132.44169559113,333.814969471393,0.632762001158854,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,362.786266366453,0.715621735398477,3132.44169559113,332.957510602284,0.639804329989163,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110,310.227221586647,0.714961714951617,3132.44169559113,311.342005329419,0.635801414427555,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120,306.348246835151,0.714901025380947,3132.44169559113,307.478062238683,0.633423473256749,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,305.303840092961,0.714877345229506,3132.44169559113,306.427422418984,0.631262370127913,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,304.962504927804,0.714864011118809,3132.44169559113,306.086709726102,0.629158911128078,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,304.84056434997,0.714854718736441,3132.44169559113,305.966446103821,0.627084448462871,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,304.792760973073,0.714847413858757,3132.44169559113,305.920368726658,0.62502550047955,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170,304.774848444471,0.714841350207175,3132.44169559113,305.904522484593,0.622951598547532,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
180,304.775597261135,0.714836234996291,3132.44169559113,305.907079699585,0.620815566365375,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190,304.785200995163,0.714831826405012,3132.44169559113,305.917861943316,0.618532327742484,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,304.801669358518,0.714828004073479,3132.44169559113,305.935056600868,0.616000938773366,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
210,304.823085066524,0.714824667182237,3132.44169559113,305.956794614528,0.613034139408888,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220,304.84968488237,0.714821755716919,3132.44169559113,305.983004116061,0.609289670661924,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,304.879300247106,0.714819190562161,3132.44169559113,306.01169073585,0.604396029828214,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,304.906777705517,0.714816863492271,3132.44169559113,306.038903725,0.597883964999514,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,304.935608350026,0.7148147793798,3132.44169559113,306.068288680335,0.589276587364214,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,304.966431100202,0.71481291272406,3132.44169559113,306.100785284375,0.578155633038014,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270,305.00006617144,0.714811244297017,3132.44169559113,306.137974950139,0.564120570587218,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
280,305.036722544602,0.714809750274703,3132.44169559113,306.18174234051,0.546454553393849,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
290,305.074765068523,0.714808385896479,3132.44169559113,306.233719156227,0.523652887123812,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300,305.113734835822,0.714807119378894,3132.44169559113,306.293462728351,0.495586715833503,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,305.152501765768,0.714805907086671,3132.44169559113,306.355242536787,0.464847653602175,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
320,305.190595923749,0.714804709981465,3132.44169559113,306.417175551694,0.434013930285617,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
330,305.22809727178,0.71480348979929,3132.44169559113,306.481429604644,0.404434748000579,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
340,305.260298609846,0.714802136998423,3132.44169559113,306.544400076137,0.3771226629845,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
350,305.289058850023,0.714800604213052,3132.44169559113,306.605340513595,0.353008900833329,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
360,305.315341569668,0.714798803531043,3132.44169559113,306.666956775524,0.332504177694602,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370,305.338594169738,0.714796566211699,3132.44169559113,306.733666135345,0.315730994145232,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380,305.355722951498,0.714792301437938,3132.44169559113,306.807626223353,0.302464096657669,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390,305.365958258271,0.714773106514833,3132.44169559113,306.883857389394,0.292121530988345,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
400,305.377814691368,0.714708293131776,3132.44169559113,306.948378375852,0.283740187517229,3145.11728160492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
